run_id,task_id,fault_type,fault_class,hook_tool,k,k_bin,n_steps,rel_pos,format,arm,auditor_role,sample_id,is_control,is_development,pred_step,true_step,exact,within3,pred_cat,true_cat,false_alarm,pointer_ok,parse_ok,too_long,tokens_in,tokens_out,bytes_record,prompt_hash,render_hash,model_tag,model_digest,ollama_version,think,num_ctx,seconds
3hop1__796649_720914_41132|dropped_note|6,3hop1__796649_720914_41132,dropped_note,state,write_note,6,0,20,0.3,log,lossless,primary,0,0,0,12,6,0,0,evidence,state,,1,1,0,3333,183,8804,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,57e507c7010d1412e2ec738da6986c6c0cc65efb279d57aa77ab3e5d6996c165,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,48.09
3hop1__796649_720914_41132|dropped_note|6,3hop1__796649_720914_41132,dropped_note,state,write_note,6,0,20,0.3,diff,lossless,primary,0,0,0,12,6,0,0,evidence,state,,1,1,0,4374,206,11770,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,ac34d246f8d6e6f4092a613354f75c020112c39e3f81e2a6a7dd9fe5eefc9a61,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,60.14
3hop1__796649_720914_41132|dropped_note|6,3hop1__796649_720914_41132,dropped_note,state,write_note,6,0,20,0.3,prov,lossless,primary,0,0,0,12,6,0,0,evidence,state,,1,1,0,4238,279,11342,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,dc7a31c9992a615fed5f7230b6707929be5c7bb229bcb44dd4414b1245586f43,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,64.64
3hop1__796649_720914_41132|no_source|6,3hop1__796649_720914_41132,no_source,evidence,write_note,6,0,38,0.158,log,lossless,primary,0,0,0,6,6,1,1,evidence,evidence,,1,1,0,5064,159,14553,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,c97c084329553913e84c18820cefe4238e3ede6b7d51e4f572d9d9c09c0b50b8,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,60.7
3hop1__796649_720914_41132|no_source|6,3hop1__796649_720914_41132,no_source,evidence,write_note,6,0,38,0.158,diff,lossless,primary,0,0,0,,6,0,0,none,evidence,,0,1,0,6651,117,19027,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,195d0ecbaf7fb54f3ef610e503006b4416b421637805b0cf2a1074644454030b,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,73.21
3hop1__796649_720914_41132|no_source|6,3hop1__796649_720914_41132,no_source,evidence,write_note,6,0,38,0.158,prov,lossless,primary,0,0,0,6,6,1,1,evidence,evidence,,0,1,0,6586,142,18877,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,d60836641053f70cee1d2a2d189ef03602389fb5a7a27de3b281862722d759f4,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,72.63
3hop1__796649_720914_41132|overwritten_note|18,3hop1__796649_720914_41132,overwritten_note,state,write_note,18,2,20,0.9,log,lossless,primary,0,0,0,18,18,1,1,state,state,,1,1,0,3332,153,8832,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,7d29507f3a98fa4d41bd1d0610d38511d8890533ab6039ece785a67935b4d4b3,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,45.33
3hop1__796649_720914_41132|overwritten_note|18,3hop1__796649_720914_41132,overwritten_note,state,write_note,18,2,20,0.9,diff,lossless,primary,0,0,0,18,18,1,1,state,state,,1,1,0,4408,188,11886,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,ff38ac2cbbb8698e94f46762d3f3884ba4604d66ac7a4bec5b8a58a6fc9ee3fc,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,57.45
3hop1__796649_720914_41132|overwritten_note|18,3hop1__796649_720914_41132,overwritten_note,state,write_note,18,2,20,0.9,prov,lossless,primary,0,0,0,18,18,1,1,state,state,,1,1,0,4276,193,11463,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,6de7a231680ea447f272c69a4e07fa68271e34fb547b8881ca43dc622996a34c,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,56.3
3hop1__796649_720914_41132|wrong_argument|14,3hop1__796649_720914_41132,wrong_argument,tool,search,14,2,24,0.583,log,lossless,primary,0,0,0,12,14,0,1,evidence,tool,,0,1,0,3899,258,10670,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,198de950a41445e56451d57134746e5cd4f75d71270ac55b2774cba32e6865af,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.28
3hop1__796649_720914_41132|wrong_argument|14,3hop1__796649_720914_41132,wrong_argument,tool,search,14,2,24,0.583,diff,lossless,primary,0,0,0,12,14,0,1,evidence,tool,,1,1,0,5070,217,13968,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,b2060ce9142ece398e6d555c93431f0cec43bc69d5fbc9552939769c278d0357,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,67.47
3hop1__796649_720914_41132|wrong_argument|14,3hop1__796649_720914_41132,wrong_argument,tool,search,14,2,24,0.583,prov,lossless,primary,0,0,0,14,14,1,1,tool,tool,,1,1,0,4990,160,13725,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,050b793af21590bbe8b7b1b4b468d79ad7f38994bea086cb03a467ae61e1c3d5,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,61.11
3hop1__796649_720914_41132|wrong_source|18,3hop1__796649_720914_41132,wrong_source,evidence,write_note,18,2,20,0.9,log,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3357,210,8895,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,bb645973fcbd8b96a9be45cbd6a44ad42bfbc6160e0044b84c62f34583e46a11,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,48.2
3hop1__796649_720914_41132|wrong_source|18,3hop1__796649_720914_41132,wrong_source,evidence,write_note,18,2,20,0.9,diff,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,4430,231,11943,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,194e7b74c5d7db98c143caa342a31ed53b73782e0a60c7a83a88b0fb2bce3a6b,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.33
3hop1__796649_720914_41132|wrong_source|18,3hop1__796649_720914_41132,wrong_source,evidence,write_note,18,2,20,0.9,prov,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,0,1,0,4335,198,11618,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,6c23646ff363cf093dd96d00d39083308c6996f49ee2a792c11af2834d230fef,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,58.52
3hop1__273571_834494_34053|corrupted_output|2,3hop1__273571_834494_34053,corrupted_output,tool,search,2,0,38,0.053,log,lossless,primary,0,0,0,6,2,0,0,evidence,tool,,0,1,0,5753,204,17717,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,0d0cc0df118f7de8a5d0d0ddb74b5c4b8267abf7fcb9f872e3e42c9bccd36bae,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,72.09
3hop1__273571_834494_34053|corrupted_output|2,3hop1__273571_834494_34053,corrupted_output,tool,search,2,0,38,0.053,diff,lossless,primary,0,0,0,2,2,1,1,tool,tool,,0,1,0,7548,168,23211,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,a3432abad68dc631dc2f4856f3a0510b2980572fac55c8a9dcf3966456fd5858,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,86.2
3hop1__273571_834494_34053|corrupted_output|2,3hop1__273571_834494_34053,corrupted_output,tool,search,2,0,38,0.053,prov,lossless,primary,0,0,0,6,2,0,0,evidence,tool,,0,1,0,7283,233,22071,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,1d9510cef081f00ef49d7def533b1202ad7bb3a980d07ad570775e912303ecdd,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,89.11
3hop1__273571_834494_34053|dropped_note|12,3hop1__273571_834494_34053,dropped_note,state,write_note,12,2,14,0.857,log,lossless,primary,0,0,0,,12,0,0,none,state,,0,1,0,2591,139,6307,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,aa40a1aa13363ecc69c652a403d6a23ae81a3f8f71fe0576710152c49ad80cfa,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,40.95
3hop1__273571_834494_34053|dropped_note|12,3hop1__273571_834494_34053,dropped_note,state,write_note,12,2,14,0.857,diff,lossless,primary,0,0,0,,12,0,0,none,state,,0,1,0,3381,148,8451,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,e0e07576aad441da163fcd47bec4eb5d9a5856afbe5823ecc019342b881010fb,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,48.64
3hop1__273571_834494_34053|dropped_note|12,3hop1__273571_834494_34053,dropped_note,state,write_note,12,2,14,0.857,prov,lossless,primary,0,0,0,12,12,1,1,state,state,,0,1,0,3173,148,7985,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,1fb8141dfaad3377aa13fa7ac2088f22518a05e9731875221e5af0d97b5e8878,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,43.56
3hop1__273571_834494_34053|no_source|12,3hop1__273571_834494_34053,no_source,evidence,write_note,12,2,14,0.857,log,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,2594,181,6328,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,a1542d27dcc7daca8e5ab1e44a2d35a9764114e4afc56ee701d3b0cb9a680e62,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.25
3hop1__273571_834494_34053|no_source|12,3hop1__273571_834494_34053,no_source,evidence,write_note,12,2,14,0.857,diff,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3414,148,8565,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,9bf200484942097be941214ac805ecd69cc32c269c4d8421ba2a3372b89ddd6f,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.81
3hop1__273571_834494_34053|no_source|12,3hop1__273571_834494_34053,no_source,evidence,write_note,12,2,14,0.857,prov,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,0,1,0,3256,151,8221,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,374532c56893c9737c884e946ac0fe279765d2a1bc431f4980c26497927c5eb0,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,26.7
3hop1__273571_834494_34053|overwritten_note|12,3hop1__273571_834494_34053,overwritten_note,state,write_note,12,1,14,0.857,log,lossless,primary,0,0,0,12,12,1,1,state,state,,1,1,0,2605,146,6355,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,2ca605117269b4f281195c9988b6a31121c553a653f888f2c4c28128ae62106d,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,25.15
3hop1__273571_834494_34053|overwritten_note|12,3hop1__273571_834494_34053,overwritten_note,state,write_note,12,1,14,0.857,diff,lossless,primary,0,0,0,12,12,1,1,state,state,,1,1,0,3436,166,8602,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,a9633ec0149f8cf5463648c4972d67934062411597d2bbeb3592373eb7bf2eab,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,26.15
3hop1__273571_834494_34053|overwritten_note|12,3hop1__273571_834494_34053,overwritten_note,state,write_note,12,1,14,0.857,prov,lossless,primary,0,0,0,12,12,1,1,state,state,,1,1,0,3270,182,8249,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,e41b77986a51f1ed2db4dd55e6798e0bc1fa6d6a02bcb2ce7f9d771a3be96ac4,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,28.4
3hop1__273571_834494_34053|wrong_argument|10,3hop1__273571_834494_34053,wrong_argument,tool,read,10,2,20,0.5,log,lossless,primary,0,0,0,10,10,1,1,tool,tool,,0,1,0,3540,219,9402,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,a314b54da5b50e502e1bd8d13e1fdb1068f5729f7511fcaab258f89fc2025e11,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,40.78
3hop1__273571_834494_34053|wrong_argument|10,3hop1__273571_834494_34053,wrong_argument,tool,read,10,2,20,0.5,diff,lossless,primary,0,0,0,10,10,1,1,tool,tool,,0,1,0,4708,219,12783,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,65fb85071f063b9a63af22f18b3690b91af10b5ded3b25abf91a7067f78fdcf9,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.75
3hop1__273571_834494_34053|wrong_argument|10,3hop1__273571_834494_34053,wrong_argument,tool,read,10,2,20,0.5,prov,lossless,primary,0,0,0,10,10,1,1,tool,tool,,1,1,0,4503,199,12122,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,f8f61dcf1f4dc9bd0e8d11297e95f16a7c546fbf50ae9d0425a41162b74c50b4,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,41.4
3hop1__273571_834494_34053|wrong_source|12,3hop1__273571_834494_34053,wrong_source,evidence,write_note,12,1,14,0.857,log,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,2620,182,6365,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,601a58f83dd796588c0299685480548737a2483bdb704d3b9e12abbc45036ad2,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.6
3hop1__273571_834494_34053|wrong_source|12,3hop1__273571_834494_34053,wrong_source,evidence,write_note,12,1,14,0.857,diff,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3451,181,8612,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,3120f7c522119f51e32ffcd813fe2536fd7fe3994089b1f2ceb04c47f80bc461,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,47.47
3hop1__273571_834494_34053|wrong_source|12,3hop1__273571_834494_34053,wrong_source,evidence,write_note,12,1,14,0.857,prov,lossless,primary,0,0,0,12,12,1,1,evidence,evidence,,0,1,0,3316,217,8339,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,4aea869594b38c964a8a728a0c52b784c0199bd42e873e06da3adc6fc0029dae,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,32.78
3hop1__222497_309482_80702|corrupted_output|10,3hop1__222497_309482_80702,corrupted_output,tool,read,10,1,20,0.5,log,lossless,primary,0,0,0,10,10,1,1,tool,tool,,0,1,0,3301,184,8957,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,93b92a450b1d43fc0530184c468e573a44b2f3f906b99c6a6453f5547500de43,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,47.56
3hop1__222497_309482_80702|corrupted_output|10,3hop1__222497_309482_80702,corrupted_output,tool,read,10,1,20,0.5,diff,lossless,primary,0,0,0,10,10,1,1,tool,tool,,0,1,0,4316,167,12248,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,db78ac018e0cee3220ee2eacce1501b8192993fe8c945bdce082118248fb9379,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,55.4
3hop1__222497_309482_80702|corrupted_output|10,3hop1__222497_309482_80702,corrupted_output,tool,read,10,1,20,0.5,prov,lossless,primary,0,0,0,10,10,1,1,tool,tool,,0,1,0,4267,212,11689,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,454aa46cbb4840d109dae243b259ee77f5fb4e8d2efd1687738652533866474a,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,59.45
3hop1__222497_309482_80702|dropped_note|18,3hop1__222497_309482_80702,dropped_note,state,write_note,18,2,20,0.9,log,lossless,primary,0,0,0,12,18,0,0,evidence,state,,0,1,0,3435,235,9191,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,efb353990be294eb02dbbb51c0dbeb2b37a006e72674f93eeb7d754b9b3b58d6,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,54.36
3hop1__222497_309482_80702|dropped_note|18,3hop1__222497_309482_80702,dropped_note,state,write_note,18,2,20,0.9,diff,lossless,primary,0,0,0,12,18,0,0,evidence,state,,1,1,0,4595,210,12815,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,e9ff7ab9037ce467d539ac5495ffb273437221b28b4d6711cfe4cc0872d92055,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.9
3hop1__222497_309482_80702|dropped_note|18,3hop1__222497_309482_80702,dropped_note,state,write_note,18,2,20,0.9,prov,lossless,primary,0,0,0,18,18,1,1,state,state,,0,1,0,4299,189,11648,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,cb0d1075463650e6a7e8e980b64fdf6f56e4c50ebe477084964ddbe6c19cca7b,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,59.93
3hop1__222497_309482_80702|no_source|18,3hop1__222497_309482_80702,no_source,evidence,write_note,18,2,20,0.9,log,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3431,139,9204,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,38181ffa6259da4bf1feb8780faf8ea05682de175542b01f77d0567e3b84b06f,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,24.87
3hop1__222497_309482_80702|no_source|18,3hop1__222497_309482_80702,no_source,evidence,write_note,18,2,20,0.9,diff,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,4618,128,12924,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,0cda590990e3f7cc7409ac1bd8d51e3eaf1794101e4e84cea6952d4b566cbc25,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,22.83
3hop1__222497_309482_80702|no_source|18,3hop1__222497_309482_80702,no_source,evidence,write_note,18,2,20,0.9,prov,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,0,1,0,4364,144,11861,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,b844ead2d367a7bb2351d94095e188d3f00e8fcb69a0995634ad163e1ed5697c,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,25.45
3hop1__222497_309482_80702|overwritten_note|12,3hop1__222497_309482_80702,overwritten_note,state,write_note,12,0,20,0.6,log,lossless,primary,0,0,0,12,12,1,1,state,state,,0,1,0,3461,151,9242,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,735a267fec7952c3b9e3a0fb4b44314619935b5269e203f62bff30569cd30756,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,26.56
3hop1__222497_309482_80702|overwritten_note|12,3hop1__222497_309482_80702,overwritten_note,state,write_note,12,0,20,0.6,diff,lossless,primary,0,0,0,12,12,1,1,state,state,,1,1,0,4660,200,12972,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,d2f417025972e26b09c2a7f3ff4124a8193e992ee0f92fb23a9d3480131e35dc,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.59
3hop1__222497_309482_80702|overwritten_note|12,3hop1__222497_309482_80702,overwritten_note,state,write_note,12,0,20,0.6,prov,lossless,primary,0,0,0,12,12,1,1,state,state,,1,1,0,4423,170,11959,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,aafe74f899eab48241f60a6d2b3fc455bc6cf351e1403559fa5e14fea822425f,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,55.91
3hop1__222497_309482_80702|wrong_argument|8,3hop1__222497_309482_80702,wrong_argument,tool,search,8,0,24,0.333,log,lossless,primary,0,0,0,8,8,1,1,tool,tool,,0,1,0,4078,175,11212,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,17785bddf0dbe9bc23d19a9f6da50083d229d210575e1a27284ff0ca592f85b8,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,54.12
3hop1__222497_309482_80702|wrong_argument|8,3hop1__222497_309482_80702,wrong_argument,tool,search,8,0,24,0.333,diff,lossless,primary,0,0,0,8,8,1,1,tool,tool,,1,1,0,5373,144,15186,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,0b522c951dbbb03474d084710c3904ad4e9546ebc0549ca26288e89a0c84e8d3,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,61.01
3hop1__222497_309482_80702|wrong_argument|8,3hop1__222497_309482_80702,wrong_argument,tool,search,8,0,24,0.333,prov,lossless,primary,0,0,0,8,8,1,1,tool,tool,,1,1,0,5166,162,14308,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,117342292e8ebaeb2617d33c35d8d5587d4f967a51ecaffc79d85f302b8a8371,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,60.63
3hop1__222497_309482_80702|wrong_source|18,3hop1__222497_309482_80702,wrong_source,evidence,write_note,18,2,20,0.9,log,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3454,188,9224,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,5a7af864809fae20f25fce456243de56fe41b78435480b97de13faeb2f4dbd14,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,50.31
3hop1__222497_309482_80702|wrong_source|18,3hop1__222497_309482_80702,wrong_source,evidence,write_note,18,2,20,0.9,diff,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,4652,167,12954,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,bc723b9ddcbf21228681dca5ea55d28aeb770087cba86271c9c8059ec1088091,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,57.39
3hop1__222497_309482_80702|wrong_source|18,3hop1__222497_309482_80702,wrong_source,evidence,write_note,18,2,20,0.9,prov,lossless,primary,0,0,0,18,18,1,1,evidence,evidence,,0,1,0,4418,186,11956,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,cedbf7bad451db6684aa78a3eda80008efca34265dca00e876d028f5d968ec0c,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,58.44
3hop1__337705_132457_47686|corrupted_output|14,3hop1__337705_132457_47686,corrupted_output,tool,search,14,2,26,0.538,log,lossless,primary,0,0,0,16,14,0,1,tool,tool,,0,1,0,3992,189,11673,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,a9e6fcf611368981e7c924552b5b5da50a644e56eb07b70f88a665c6b49c7915,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,55.39
